BITRATE,VMAF,PSNR,SI,TI,P1204_3_MOS,VCA_E,VCA_H,EVCA_SC,EVCA_TC,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,INFERENCE_TIME_MS,CARS,BICYCLES,MOTORCYCLES,BUSES,TRUCKS,TRAFFIC_LIGHTS,PERSONS,STOPS_SIGNS,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,BICYCLES_PCT,MOTORCYCLES_PCT,BUSES_PCT,TRUCKS_PCT,TRAFFIC_LIGHTS_PCT,PERSONS_PCT,STOPS_SIGNS_PCT,filename
990,89.287677,42.887942,13.476512779436158,6.687990666974815,2.745098728819244,32.8,37.796472,12.174192,8.570844,-0.083681,-0.2276,-0.371543,-0.682824,8.725495,2.351648,0.0,0.0,0.287912,0.342857,0.0,0.213187,0.0,0.9213,96.6732955826773,97.0839191864301,85.63231515031198,96.28722071360994,88.57464085601303,87.79372534373697,91.53120135947292,,,69.6807982826178,94.54550969702484,,85.84066164154103,,./TRAIN07/SEQUENCE_C_03
1493,93.22869,44.120553,13.65273924096847,6.742814566514047,2.8809033173290595,33.832967,38.34942,12.449969,8.78299,-0.08303,-0.25809,-0.338677,-0.679797,8.116703,2.472527,0.0,0.0,0.318681,0.338462,0.0,0.228571,0.0,0.9413,97.93744997365584,97.87975149203338,88.32912477482029,97.69586610567588,90.58108602554452,89.9668004407487,96.23607219436478,,,77.12754757531093,93.33355393961456,,92.03509534853757,,./TRAIN07/SEQUENCE_C_03
1993,95.215403,44.953018,13.730464430650088,6.7741563058994005,2.957333172248747,34.582418,38.652706,12.687716,8.958422,-0.081978,-0.18354,-0.316638,-0.582156,8.179341,2.56044,0.0,0.0,0.358242,0.362637,0.0,0.217582,0.0,0.9543,98.4950089178195,98.33471308590563,90.28574746450676,98.46849287415702,92.3108398473665,91.7638030258503,99.65783536007469,,,86.70214696977398,100.0,,87.61032727741271,,./TRAIN07/SEQUENCE_C_03
2980,97.376499,46.163608,13.828739370762989,6.811879328649832,3.0375045522591586,35.61978,38.954164,13.03208,9.219674,-0.079905,-0.17874,-0.327713,-0.586358,8.103077,2.569231,0.0,0.0,0.373626,0.345055,0.0,0.228571,0.0,0.9659,99.19998078178726,98.8823063877706,92.99403129709695,99.23646277838203,94.81629709855326,94.4398856069242,100.0,,,90.42540060553696,95.15162545465576,,92.03509534853757,,./TRAIN07/SEQUENCE_C_03
3979,98.472239,47.086387,13.873609704366617,6.838389166534564,3.087866927463333,36.479121,39.152273,13.281528,9.409704,-0.082951,-0.215399,-0.324569,-0.622919,8.084615,2.547253,0.0,0.0,0.410989,0.347253,0.0,0.241758,0.0,0.9713,99.52185655887818,99.26712734327155,95.23754834995012,99.74114916838036,96.63118280203574,96.3864198837201,99.14456893911058,,,99.46803747455752,95.75774121228666,,97.34489756474682,,./TRAIN07/SEQUENCE_C_03
4979,99.068433,47.965707,13.90904095384506,6.858296716450725,3.076792763561887,37.254945,39.253882,13.521672,9.585437,-0.081464,-0.18115,-0.324747,-0.587361,8.263736,2.50989,0.0,0.0,0.406593,0.347253,0.0,0.237363,0.0,0.9758,99.77602139437776,99.5561084533685,97.26302412035184,100.0,98.37837625468758,98.18650570208652,97.69032056673768,,,98.40411242367256,95.75774121228666,,95.57523192887516,,./TRAIN07/SEQUENCE_C_03
495,77.839467,40.433134,12.992659984158731,6.536185523112054,2.2845891761354107,30.931868,36.328288,11.819717,8.29807,-0.086133,-0.345788,-0.410761,-0.842681,8.092967,2.123077,0.0,0.0,0.191209,0.276923,0.0,0.193407,0.0,0.8558,93.20239438873234,94.88029196074751,80.75510575499545,92.5469944603186,85.99561993886017,84.99961946140932,82.63472611065335,,,46.27662535365343,76.36369151520667,,77.87615964437573,,./TRAIN07/SEQUENCE_C_03
5980,99.460671,48.86182,13.937635671490996,6.873515493532736,3.0789485928642177,37.883516,39.198038,13.647499,9.684046,-0.080324,-0.161315,-0.303381,-0.54502,8.183956,2.494505,0.0,0.0,0.408791,0.336264,0.0,0.241758,0.0,0.9776,99.98114460661608,99.77702660321611,98.90406039981362,99.85773636350156,99.29384410134136,99.19658726026452,97.0915032552542,,,98.93607494911504,92.72743818198364,,97.34489756474682,,./TRAIN07/SEQUENCE_C_03
593,81.601871,41.143541,13.158446823574616,6.587378621529398,2.4569780489758086,31.47033,36.81759,11.884123,8.351245,-0.084464,-0.300727,-0.406157,-0.791348,8.111868,2.276923,0.0,0.0,0.259341,0.342857,0.0,0.178022,0.0,0.8781,94.39166051364752,95.62341898904828,82.1608907452536,93.79350047467918,86.46421270616435,85.54430693269609,88.62274353687934,,,62.766011515367126,94.54550969702484,,71.6813232830821,,./TRAIN07/SEQUENCE_C_03
789,86.425129,42.167631,13.357708424188502,6.650257467507541,2.635461479086315,32.224176,37.391898,12.042177,8.469064,-0.085283,-0.262699,-0.374333,-0.722316,8.054066,2.408791,0.0,0.0,0.274725,0.32967,0.0,0.195604,0.0,0.9068,95.82105667344764,96.5361781577508,84.12898764302196,95.25656086702456,87.61415155104672,86.75116228162948,93.75532990221588,,,66.48926515113011,90.90909090909092,,78.760791135163,,./TRAIN07/SEQUENCE_C_03
