BITRATE,VMAF,PSNR,SI,TI,P1204_3_MOS,VCA_E,VCA_H,EVCA_SC,EVCA_TC,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,INFERENCE_TIME_MS,CARS,BICYCLES,MOTORCYCLES,BUSES,TRUCKS,TRAFFIC_LIGHTS,PERSONS,STOPS_SIGNS,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,BICYCLES_PCT,MOTORCYCLES_PCT,BUSES_PCT,TRUCKS_PCT,TRAFFIC_LIGHTS_PCT,PERSONS_PCT,STOPS_SIGNS_PCT,filename,filename
6010,98.2199,49.850252,10.57201651378636,4.365557284943167,3.158030063992813,29.397516,24.702891,8.897593,5.23819,-0.087648,-0.042428,-0.27187,-0.401946,8.241615,4.062112,0.0,0.0,0.096273,0.720497,0.0,0.164596,0.0,0.9744,99.82384183948756,99.5160795574498,98.63499110935088,99.88015783746516,99.6721467570904,99.39005786348348,99.31663627592933,,,93.93954178213184,96.26560063705246,,91.37927205702738,,./TRAIN05/SEQUENCE_B_08,./NUSCENES
701,84.916079,43.311952,10.02961764296868,4.112514457990896,2.500925996157773,24.149068,22.164761,7.35766,3.976379,-0.092729,-0.196437,-0.280925,-0.570092,8.163665,3.611801,0.0,0.0,0.07764,0.661491,0.0,0.127329,0.0,0.9001,94.70236487018713,93.74778276169444,81.02531885616152,89.61784380256108,82.42159057048055,75.44830158836172,88.30675427414059,,,75.75816712852738,88.3818092663876,,70.68963602851369,,./TRAIN05/SEQUENCE_B_08,./NUSCENES
913,87.714137,44.01966,10.16029799220295,4.14985367208438,2.6117747476318582,24.720497,22.531539,7.534113,4.102905,-0.089299,-0.099184,-0.285005,-0.473488,8.399689,3.829193,0.0,0.0,0.086957,0.562112,0.0,0.136646,0.0,0.918,95.9362841037108,94.59895752766435,82.94258609515633,91.10082182854636,84.39824305522883,77.84902139066654,93.62188152649033,,,84.8493423363647,75.10378156369121,,75.86218382891785,,./TRAIN05/SEQUENCE_B_08,./NUSCENES
7970,100.0,,10.590672848261748,4.386785838386014,3.1617993161336,29.804348,24.648099,8.92686,5.270336,-0.085646,-0.085679,-0.269987,-0.441312,8.180435,4.003106,0.0,0.0,0.102484,0.748447,0.0,0.158385,0.0,1.0,100.0,100.0,100.0,99.6586196536052,100.0,100.0,97.87396865866582,,,100.0,100.0,,87.93109191445893,,./TRAIN05/SEQUENCE_B_08,./NUSCENES
987,89.671891,41.715242,17.687083049463503,8.841907201793578,2.706041431245572,38.937349,44.297425,10.827126,7.10896,-0.08819,0.001465,-0.249491,-0.336216,8.923133,4.375904,0.0,0.0,0.0,0.715663,0.604819,0.086747,0.0,0.8936,96.21918584792256,97.20384465401634,87.00263709227669,97.16913620039747,87.7440842722403,86.07953289875579,97.16427740032783,,,0.0,85.10031344980284,96.5384210207085,71.99996680001992,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
1490,93.849066,43.033928,17.960729687776226,8.919392324430257,2.8257323836980963,40.127711,44.824293,11.115138,7.308457,-0.085393,0.146546,-0.227152,-0.165999,8.123855,4.438554,0.0,0.0,0.00241,0.761446,0.621687,0.093976,0.0,0.9206,97.7078460568918,98.05568031026992,89.66241326487736,98.32485368175516,90.07816158873376,88.49516170728798,98.55538241065952,,,100.0,90.54442282903904,99.23081343195436,78.00003319998008,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
1993,95.8727,43.926235,18.09512026815535,8.960040186052773,2.941617304704814,40.944578,45.08975,11.303634,7.460519,-0.082181,0.109993,-0.216657,-0.188845,8.198795,4.481928,0.0,0.0,0.0,0.790361,0.612048,0.103614,0.0,0.9385,98.43894186243227,98.50254413008828,91.4876423823927,98.90714999781302,91.6057515427973,90.33641920932072,99.5184756064796,,,0.0,93.98273885683572,97.69228068047234,85.99956840025895,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
2995,97.928785,45.165222,18.2188179691348,9.008613050287668,3.017665751244436,42.091566,45.347945,11.753194,7.799118,-0.083732,0.068452,-0.225382,-0.240661,8.251807,4.489157,0.0,0.0,0.0,0.819277,0.612048,0.120482,0.0,0.9553,99.11186752497468,99.0365317689239,94.05050254817328,99.47351666859042,95.2490295951104,94.43637810063336,99.67899113911626,,,0.0,97.42117379578674,97.69228068047234,100.0,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
3992,98.835201,46.068778,18.29175123780745,9.040103594320476,3.06870667308066,42.985542,45.528593,12.074557,8.04343,-0.082916,-0.025255,-0.220308,-0.32848,8.227952,4.443373,0.0,0.0,0.0,0.816867,0.621687,0.115663,0.0,0.9627,99.50863050241335,99.38272426793752,96.0480260441156,99.86977920792152,97.85338666585842,97.39465369109396,98.66238536428745,,,0.0,97.1345979138227,99.23081343195436,96.00023239986056,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
4986,99.28164,46.852962,18.33336520660768,9.060995624515826,3.0874895990183635,43.657831,45.587958,12.211253,8.151286,-0.080884,0.007183,-0.208783,-0.282484,8.155422,4.472289,0.0,0.0,0.00241,0.838554,0.626506,0.115663,0.0,0.9687,99.7350139137798,99.61240160013163,97.55020627441657,100.0,98.96118437170188,98.70063854687147,99.30444749483416,,,100.0,99.71342411803596,100.0,96.00023239986056,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
493,76.666671,39.00579,16.843561666356898,8.616666528341964,2.1764605529558385,36.366265,42.831279,10.498046,6.863659,-0.097013,-0.270569,-0.316424,-0.684006,8.103133,4.212048,0.0,0.0,0.0,0.587952,0.559036,0.06747,0.0,0.827,91.63036017775116,94.7276527044429,81.25773935448363,93.95305444477243,85.07718788142441,83.10928190569946,93.52595493308264,,,0.0,69.91405101764165,89.23074958579805,56.00006639996016,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
5978,99.560126,47.616445,18.359307418810733,9.077175052082456,3.1191227801563226,44.221687,45.551187,12.259508,8.198778,-0.081299,0.190074,-0.198566,-0.089791,8.149398,4.503614,0.0,0.0,0.0,0.790361,0.616867,0.115663,0.0,0.9716,99.87614168087914,99.79027075526804,98.81010095651992,99.9193405416404,99.35224759444048,99.27570004340932,100.0,,,0.0,93.98273885683572,98.46146724851798,96.00023239986056,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
588,80.873408,39.776723,17.096623677538908,8.691801373314364,2.3211734776681703,37.149398,43.264337,10.546461,6.902469,-0.095931,-0.079256,-0.301344,-0.476532,8.138554,4.233735,0.0,0.0,0.0,0.609639,0.549398,0.060241,0.0,0.8474,93.0070383228628,95.55365049339495,83.00759233481841,94.90299390027516,85.46954775975598,83.57921656165486,94.00750153099268,,,0.0,72.49287722185493,87.6923764497068,50.0,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
783,86.373629,40.910572,17.470406075376395,8.785444083010042,2.5993601762776057,38.204819,43.915462,10.688253,6.999513,-0.088913,0.016228,-0.279381,-0.352067,8.112048,4.337349,0.0,0.0,0.0,0.657831,0.604819,0.093976,0.0,0.8756,95.04044529582876,96.58311520032984,85.36585278656534,96.33127678146934,86.61864394623514,84.7542832648895,96.30818715813568,,,0.0,78.22344357190082,96.5384210207085,78.00003319998008,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
7978,100.0,,18.38207514810871,9.096252553862582,3.160040609246587,44.754217,45.226165,12.339437,8.258595,-0.081481,0.000692,-0.218028,-0.298816,8.313976,4.450602,0.0,0.0,0.0,0.840964,0.614458,0.108434,0.0,1.0,100.0,100.0,100.0,99.20638472115816,100.0,100.0,98.82290089692412,,,0.0,100.0,98.07695377219052,90.00016599990039,,./TRAIN05/SEQUENCE_B_06,./NUSCENES
1011,91.260942,41.155035,18.74757619268532,9.625599987976049,2.586479096740254,48.759644,46.696465,14.556971,8.849597,-0.091181,-0.027379,-0.24359,-0.36215,8.291691,4.296736,0.0,0.0,0.127596,0.166172,0.774481,0.178042,0.0,0.8936,97.4445187349159,97.6549392726182,89.64539087413186,98.24144804466415,92.01384363266348,90.24827564404254,98.23609983522664,,,91.4889650524142,86.15394186999035,89.69080522199742,63.82989402435002,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
1509,95.513456,42.562348,18.98122921770782,9.70092987885926,2.768973392245565,49.997033,46.98093,14.769242,9.002242,-0.088665,0.036926,-0.215094,-0.266833,8.273591,4.338279,0.0,0.0,0.139466,0.169139,0.810089,0.195846,0.0,0.9202,98.65898007862594,98.41918627320022,91.92035048147336,98.83991419232706,93.35559739460676,91.80495082774696,99.1858957490214,,,100.0,87.69221995250885,93.81448313319844,70.21281172472143,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
2020,97.488539,43.523102,19.083976897610214,9.741492664373697,2.846888307025546,50.890208,47.148778,14.924849,9.11906,-0.08587,0.099562,-0.195093,-0.181401,8.204748,4.367953,0.0,0.0,0.133531,0.178042,0.860534,0.234421,0.0,0.9367,99.193033020527,98.83070933265508,93.56246710549962,99.19303793673473,94.33918101005447,92.99626191956116,99.86433120014304,,,95.74448252620712,92.30809112495984,99.65639877660826,84.04234723875352,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
3010,99.081759,44.76504,19.1636834844744,9.782978858591084,2.942660263933527,51.964392,47.325342,15.343995,9.42876,-0.08323,-0.031869,-0.189277,-0.304376,8.345994,4.308605,0.0,0.0,0.127596,0.175074,0.860534,0.267062,0.0,0.9535,99.6073249757726,99.25160068301368,95.53737169156958,99.56449866791765,96.9885807033874,96.15458550954612,98.50746029789978,,,91.4889650524142,90.76929457999356,99.65639877660826,95.74448252620712,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
3971,99.588712,45.628127,19.20080623501676,9.808179681538553,2.9674267222216035,52.768546,47.460736,15.627317,9.644548,-0.082131,0.08864,-0.178436,-0.171926,8.228783,4.373887,0.0,0.0,0.124629,0.192878,0.857567,0.261128,0.0,0.9619,99.80027837537676,99.50727148147084,97.015821773219,99.84934469676712,98.77944407775928,98.3551936168618,100.0,,,89.36156482583569,100.0,99.3127975532165,93.61708229962858,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
4971,99.795395,46.345512,19.21842500521892,9.82505012348952,3.013877622756709,53.35905,47.532346,15.717978,9.711402,-0.083194,0.067708,-0.188258,-0.203743,8.176855,4.353116,0.0,0.0,0.133531,0.183976,0.857567,0.267062,0.0,0.9663,99.89185568464625,99.67842777160156,98.10147288857044,100.0,99.3525074628262,99.03697135430076,99.52511347458224,,,95.74448252620712,95.3846472899968,99.3127975532165,95.74448252620712,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
520,77.438193,38.238102,17.912127783277917,9.393784116218866,2.2072178768517032,45.750742,45.729217,14.198672,8.602124,-0.10116,-0.38424,-0.336209,-0.821609,8.264392,4.032641,0.0,0.0,0.118694,0.160237,0.712166,0.130564,0.0,0.8125,93.1020977549538,95.30308952744336,84.11347608221999,96.20652218596577,89.74905460754694,87.72454360082543,92.19810662689731,,,85.10604735204278,83.07686724250563,82.47425306977063,46.80854114981429,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
5971,99.886289,47.081911,19.231403800148843,9.839319166563904,3.042806562083325,53.872404,47.454335,15.76257,9.755632,-0.082796,-0.015644,-0.176499,-0.274939,8.339169,4.356083,0.0,0.0,0.130564,0.189911,0.857567,0.278932,0.0,0.97,99.9593157345592,99.8231919978989,99.04528248625329,99.8358780776358,99.63437113592605,99.48802932131736,99.59294787451071,,,93.61708229962858,98.46172191748153,99.3127975532165,100.0,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
618,82.113214,39.08066,18.19243423420957,9.475563079898098,2.353048042783453,46.655786,46.023974,14.293207,8.669052,-0.09848,-0.322693,-0.283046,-0.704219,8.141246,4.225519,0.0,0.0,0.11276,0.166172,0.768546,0.118694,0.0,0.837,94.55905021262583,96.13276453386882,85.77741405392231,96.82664095729676,90.3466053416807,88.40707599097884,96.6078684703103,,,80.85124689888575,86.15394186999035,89.00348696758891,42.55302367602139,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
814,87.792567,40.289143,18.53453331402286,9.568511901431188,2.5132694727169915,47.863501,46.431802,14.4347,8.766157,-0.093184,-0.157443,-0.270794,-0.521421,8.149258,4.27003,0.0,0.0,0.136499,0.163205,0.768546,0.130564,0.0,0.8733,96.33718301493818,97.07576149339486,87.9978175342995,97.68464194887414,91.24097510975376,89.39735371847476,97.62552164699272,,,97.87259977342148,84.61566378747187,89.00348696758891,46.80854114981429,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
7971,100.0,,19.239231140014617,9.856746683447072,3.160619123859477,54.391691,47.07873,15.820414,9.805835,-0.081974,-0.055906,-0.185642,-0.323522,8.18457,4.320475,0.0,0.0,0.130564,0.189911,0.863501,0.267062,0.0,1.0,100.0,100.0,100.0,99.04566881676745,100.0,100.0,98.77884362353213,,,93.61708229962858,98.46172191748153,100.0,95.74448252620712,,./TRAIN05/SEQUENCE_B_02,./NUSCENES
986,90.416743,42.023352,16.63239805469884,9.078155658482958,2.7005042839281788,39.309973,46.008509,10.473498,7.102089,-0.090168,-0.103058,-0.160919,-0.354144,9.71779,5.291105,0.0,0.002695,0.110512,0.754717,0.716981,0.684636,0.0,0.9202,96.46095581134308,97.62311027955288,87.69693284507383,98.08212428079392,85.55269658295595,84.22692170350669,96.3672051296715,,33.3292109819441,89.13048738194517,93.95967556194636,96.02882816277383,83.82832626433799,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
1496,94.597147,43.337001,16.88076630757368,9.142922778337574,2.855474494053852,40.455526,46.366119,10.814857,7.34865,-0.088573,0.056593,-0.137086,-0.169066,8.692992,5.366577,0.0,0.005391,0.113208,0.773585,0.716981,0.754717,0.0,0.9442,97.90138785167248,98.3195918031042,90.25255618552926,98.84448648783815,88.34108523332483,87.15100137107187,97.74178108413597,,66.6707890180559,91.30487381945171,96.30867678823756,96.02882816277383,92.40919687723456,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
1991,96.579478,44.222773,16.987612048880738,9.178160558593415,2.953231564216948,41.207547,46.501489,11.101951,7.569988,-0.085071,0.018086,-0.13895,-0.205935,8.407547,5.436658,0.0,0.005391,0.102426,0.781671,0.706199,0.754717,0.0,0.9559,98.52104848611349,98.69852578896378,91.9302458429372,99.13307173983776,90.68621060335758,89.77594994549987,99.01817043998744,,66.6707890180559,82.60894111574414,97.3153560290575,94.5847413246972,92.40919687723456,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
2981,98.411059,45.473603,17.081340152307693,9.220419973835018,3.029351320159808,42.239892,46.631353,11.520506,7.888327,-0.085705,0.014249,-0.130886,-0.202343,8.191105,5.460916,0.0,0.008086,0.107817,0.795148,0.706199,0.765499,0.0,0.9673,99.06463230446698,99.15296782649652,94.23331255168176,99.40991915924884,94.10517425029568,93.55127774386632,99.45998281415795,,100.0,86.95690746759793,98.99319626261304,94.5847413246972,93.729368492198,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
3974,99.143503,46.334056,17.148657294137358,9.246043689112987,3.0508442569433325,43.070081,46.783509,11.966066,8.215074,-0.08552,0.060434,-0.124627,-0.149712,8.402426,5.442049,0.0,0.005391,0.115903,0.795148,0.692722,0.795148,0.0,0.9739,99.455043586233,99.42851573253134,96.0853878248375,99.7342892383155,97.74472805452632,97.42631985976428,99.11635703860038,,66.6707890180559,93.47845373379896,98.99319626261304,92.779699744586,97.35965677007316,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
4974,99.518585,47.175281,17.197905763534617,9.266692572005066,3.1041888627436265,43.787062,46.908149,12.141538,8.353406,-0.083749,0.103756,-0.108949,-0.088942,8.448787,5.466307,0.0,0.008086,0.121294,0.803235,0.716981,0.803235,0.0,0.978,99.74066412120828,99.65056614095757,97.68490646628234,100.0,99.17806988309252,99.066862316088,99.55816941277092,,100.0,97.82642008565276,100.0,96.02882816277383,98.34984670238714,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
495,77.133817,39.236421,15.835436117322557,8.875072723561246,2.2045266777227623,36.867925,44.881036,10.05195,6.799339,-0.102319,-0.388525,-0.250533,-0.741378,8.174663,4.862534,0.0,0.0,0.121294,0.690027,0.746631,0.61186,0.0,0.8433,91.83890973165238,95.43923191289018,82.24894845036445,95.67854830511432,82.10928463604462,80.63647098601545,88.56161641623103,,0.0,97.82642008565276,85.90599264225288,100.0,74.91747396879194,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
5974,99.730662,47.957329,17.221331163995554,9.280695726244108,3.1244899952192786,44.293801,46.863403,12.24216,8.43052,-0.083026,0.091682,-0.126821,-0.118165,8.408356,5.490566,0.0,0.005391,0.123989,0.781671,0.692722,0.792453,0.0,0.9805,99.87652165127064,99.80115085463363,98.81539455013272,99.90460932491708,100.0,99.98139251139308,100.0,,66.6707890180559,100.0,97.3153560290575,92.779699744586,97.02967508742373,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
589,81.481456,40.033444,16.092691735653737,8.941631331993712,2.323468372723611,37.609164,45.282883,10.168948,6.881199,-0.09582,-0.254094,-0.210882,-0.560796,8.15876,5.072776,0.0,0.002695,0.102426,0.722372,0.733154,0.628032,0.0,0.8652,93.33088477640868,96.15497843845064,83.90258445782622,96.53521608793388,83.06498199664112,81.60728616597856,92.39076627072691,,33.3292109819441,82.60894111574414,89.93283410209963,98.1949584198888,76.89760894905426,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
783,87.128154,41.209585,16.444395368357405,9.026571814426273,2.553627487400856,38.614555,45.767369,10.32175,6.993171,-0.09302,-0.185067,-0.170191,-0.448277,8.154178,5.304582,0.0,0.002695,0.105121,0.749326,0.725067,0.671159,0.0,0.9008,95.37061882205538,97.06839680179009,86.14551927261334,97.5680558190433,84.31314408568423,82.93521332614019,96.61266251967466,,33.3292109819441,84.78252103009139,93.28851456921076,97.11182632384671,82.1781729667251,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
7974,100.0,,17.242622069004003,9.299187080279262,3.1364719640962964,44.824798,46.505662,12.241547,8.432089,-0.08459,-0.04752,-0.105557,-0.237666,8.224259,5.450135,0.0,0.005391,0.113208,0.795148,0.719677,0.816712,0.0,1.0,100.0,100.0,100.0,99.14196784869938,99.99499271370412,100.0,99.26362782999055,,66.6707890180559,91.30487381945171,98.99319626261304,96.3899168397776,100.0,,./TRAIN05/SEQUENCE_B_03,./NUSCENES
990,87.800764,39.141399,19.58333467963381,10.240671768360992,2.4743380589545807,56.419426,64.466506,19.533906,13.257401,-0.084745,0.000129,-0.301185,-0.3858,9.256071,3.253863,0.006623,0.0,0.006623,0.121413,0.997792,1.037528,0.0,0.8721,96.40396906622678,97.22284826782943,89.11125794313645,98.13566234704273,90.15367088831933,89.57665853021426,94.73006181586018,50.003775009437526,,100.0,100.0,96.78796785348796,77.43000516434869,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
1497,93.787654,40.770765,19.92684140764893,10.336858449695622,2.741916879244977,58.112583,65.020524,19.920391,13.53308,-0.077834,0.086577,-0.296061,-0.287318,8.535982,3.339956,0.00883,0.0,0.0,0.09713,1.002208,1.147903,0.0,0.9078,98.09496871073826,98.13602499454328,91.78550262909316,98.9790293410936,91.93739204952853,91.43934667300718,97.23649654034392,66.66666666666666,,0.0,79.99967054598767,97.21632934169492,85.6672159384338,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
1997,96.583352,41.886975,20.09413677587962,10.386811745444628,2.867864641786261,59.14128,65.273173,20.243883,13.741946,-0.077579,0.126166,-0.24305,-0.194463,8.237086,3.434879,0.00883,0.0,0.0,0.11479,0.993377,1.178808,0.0,0.924,98.91852290963612,98.61027139194158,93.41027073134804,99.36363025239967,93.43038537626023,92.85059751776716,100.0,66.66666666666666,,0.0,94.54506519071268,96.3597033674296,87.97363495517764,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
2986,98.678229,43.391738,20.22414955107321,10.44071128234562,2.9686295366422,60.426049,65.50637,20.652013,14.045041,-0.077044,0.169344,-0.199745,-0.107444,8.28543,3.377483,0.00883,0.0,0.0,0.108168,1.030905,1.229581,0.0,0.9438,99.55854401753314,99.12198259764796,95.43948991830584,99.71861989698108,95.3140034145394,94.89852812778756,98.3290241082728,66.66666666666666,,0.0,89.09095401645624,100.0,91.76278922591489,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
3979,99.374611,44.43038,20.277404025479065,10.474413127727908,3.0089180991265403,61.397351,65.614217,20.978863,14.28425,-0.073009,0.12285,-0.212392,-0.162551,11.787638,3.366446,0.00883,0.0,0.0,0.110375,1.019868,1.242826,0.0,0.9541,99.82070277584712,99.44194104120156,96.97360589925688,99.88279254156554,96.82249471831896,96.51479838395272,98.00770274586093,66.66666666666666,,0.0,90.90871652953145,98.9293872859284,92.7512545188051,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
4979,99.657872,45.281767,20.299585308448727,10.497265239864925,3.0653466033779613,62.169978,65.691212,21.289522,14.512522,-0.074125,0.191073,-0.198236,-0.081289,16.625607,3.386313,0.00883,0.0,0.0,0.112583,1.024283,1.284768,0.0,0.9608,99.9298958092216,99.65889433109813,98.19392607569456,100.0,98.25626066582043,98.05717030104334,98.58609284344514,66.66666666666666,,0.0,92.7273026776375,99.35765177198677,95.88135729829932,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
496,70.781829,36.000788,18.40561748320233,9.953037097073684,2.0430575352412887,52.467991,62.445127,18.879298,12.802512,-0.095075,-0.286783,-0.387334,-0.769192,15.277042,2.922737,0.00883,0.0,0.0,0.0883,0.94702,0.80574,0.0,0.7651,90.6063552261478,94.4921033874466,82.8701922589422,95.05857039142468,87.13249764253523,86.50309708162033,85.08995513379074,66.66666666666666,,0.0,72.72697322362515,91.86297476489104,60.13182522411184,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
5979,99.792005,46.090463,20.31382615188864,10.514310188037054,3.087711380389076,62.728477,65.638311,21.508164,14.676342,-0.076233,0.074398,-0.202424,-0.204259,18.006181,3.392936,0.006623,0.0,0.0,0.101545,1.006623,1.293598,0.0,0.9655,100.0,99.82071559120254,99.07604331754638,99.91947020249832,99.265346043336,99.1640575559751,98.77890895137791,50.003775009437526,,0.0,83.63601920716891,97.64459382775328,96.54033416022617,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
591,76.15313,36.878929,18.80152559425176,10.04793249513024,2.144157323493576,53.666667,63.051567,19.063216,12.909739,-0.088583,-0.205555,-0.327175,-0.621313,19.470419,3.240618,0.004415,0.0,0.0,0.094923,0.931567,0.816777,0.0,0.8003,92.55531406870745,95.39302093419111,84.76343247422278,95.98173801390664,87.98132341462802,87.22760080329392,94.34445871310167,33.33333333333333,,0.0,78.18190803291245,90.36400056261246,60.95550898686226,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
786,83.383358,38.191008,19.297031563769284,10.170297353098633,2.36660536544234,55.357616,63.987086,19.295861,13.084708,-0.085452,-0.090205,-0.30703,-0.482687,20.853422,3.238411,0.013245,0.0,0.002208,0.086093,0.96468,0.913907,0.0,0.847,94.99456881969613,96.55472792848528,87.43418975040792,97.40585392152607,89.0550360025668,88.40981882373194,94.28020608586212,100.0,,33.33836629926015,70.90921071054996,93.57603270912452,68.20425446805717,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
7979,100.0,,20.308501790492432,10.53319456363796,3.1239780267615096,63.313466,65.311606,21.667344,14.800062,-0.075894,0.175201,-0.193052,-0.093745,16.161369,3.344371,0.00883,0.0,0.0,0.103753,1.011038,1.339956,0.0,1.0,99.97378947049955,100.0,100.0,99.42213579496752,100.0,100.0,97.36503090793008,66.66666666666666,,0.0,85.45460535527496,98.07285831381166,100.0,,./TRAIN05/SEQUENCE_B_05,./NUSCENES
1033,81.818142,38.17438,16.727398820840218,10.56237296261437,2.3828049961781748,54.302452,76.288076,13.385395,10.836409,-0.086151,-0.275045,-0.378031,-0.739227,8.341417,0.73842,0.0,0.0,0.092643,0.095368,0.0,0.163488,0.0,0.8458,94.2585296943046,97.0887805148746,86.94267419042814,97.4458515869021,87.59360410835582,89.28981270199347,88.56218674553573,,,87.17946305061778,67.30797733063257,,78.94767340789245,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
1488,90.029319,39.845013,17.123216337974142,10.6624416486048,2.5987601243961373,56.299728,77.268668,13.750383,11.088492,-0.079504,-0.144576,-0.346628,-0.570708,8.33297,0.782016,0.0,0.0,0.092643,0.141689,0.0,0.174387,0.0,0.8876,96.4889528217673,98.00860664910832,90.14047668627788,98.69840149390596,89.98207410691025,91.36692550341658,93.79086025567682,,,87.17946305061778,100.0,,84.21075505591934,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
1974,94.353336,40.995164,17.32051130973392,10.715662442938523,2.7586821117839886,57.482289,77.68835,13.957638,11.219494,-0.073555,-0.137528,-0.301425,-0.512508,8.185559,0.79564,0.0,0.0,0.092643,0.138965,0.0,0.19346,0.0,0.9118,97.60070571014744,98.49780941047489,92.03385372445118,99.23447832307772,91.33834431182218,92.4463554182146,95.4248507112728,,,87.17946305061778,98.07747955028265,,93.42102721600897,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
2974,98.303412,42.577078,17.508575421784403,10.773633597641382,2.866712354388649,58.978202,78.022016,14.315643,11.462579,-0.069834,0.040238,-0.292847,-0.322443,8.266213,0.833787,0.0,0.0,0.100817,0.13624,0.0,0.19891,0.0,0.9371,98.66044290419693,99.03067723620508,94.42893298489096,99.66068342904468,93.68111777788816,94.44932652429448,100.0,,,94.87140880988454,96.15425332947513,,96.05280948793728,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
3974,99.607326,43.705459,17.610842892153112,10.8094215393057,2.923039983007393,59.997275,78.192581,14.6262,11.667853,-0.067159,-0.01864,-0.283443,-0.369241,8.229155,0.825613,0.0,0.0,0.103542,0.117166,0.0,0.20436,0.0,0.9506,99.23671788249784,99.35963812649216,96.06055234188172,99.87855301689376,95.7133930234882,96.14074265786688,99.01965370052544,,,97.43570440494226,82.69237555491252,,98.68459175986555,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
4974,99.921302,44.571556,17.671281661580892,10.833500850251443,2.939511848772847,60.787466,78.287659,14.929344,11.884933,-0.066722,0.006276,-0.256803,-0.31725,8.118529,0.831063,0.0,0.0,0.098093,0.128065,0.0,0.19891,0.0,0.9575,99.57728903787066,99.58097389484986,97.32571286651527,100.0,97.69715783011688,97.92943783736304,99.67329785664684,,,92.30805424073326,90.38457466705248,,96.05280948793728,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
543,60.6337,34.993569,15.603252449574034,10.249862870591013,1.8299276347155151,49.498638,72.39961,12.941643,10.503336,-0.098314,-0.515062,-0.516938,-1.130315,8.080926,0.60218,0.0,0.0,0.106267,0.13624,0.0,0.06267,0.0,0.7335,87.92398926446054,94.2162040739051,79.2513744407701,92.4789563576042,84.68970496975801,86.54535872410364,72.222282189576,,,100.0,96.15425332947513,,30.26308164802689,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
5974,99.982725,45.439307,17.708778575320363,10.852082750749284,2.9685948284453185,61.463215,78.28765,15.077327,11.987303,-0.069206,-0.045361,-0.283551,-0.398118,8.138147,0.809264,0.0,0.0,0.100817,0.13079,0.0,0.207084,0.0,0.9632,99.78858333383457,99.75177775354427,98.4076423738883,99.9999885039352,98.66555393025187,98.77294587829276,97.05884116686876,,,94.87140880988454,92.30780088786,,100.0,,./TRAIN05/SEQUENCE_B_12,./NUSCENES
