BITRATE,VMAF,PSNR,SI,TI,P1204_3_MOS,VCA_E,VCA_H,EVCA_SC,EVCA_TC,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,INFERENCE_TIME_MS,CARS,BICYCLES,MOTORCYCLES,BUSES,TRUCKS,TRAFFIC_LIGHTS,PERSONS,STOPS_SIGNS,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,BICYCLES_PCT,MOTORCYCLES_PCT,BUSES_PCT,TRUCKS_PCT,TRAFFIC_LIGHTS_PCT,PERSONS_PCT,STOPS_SIGNS_PCT,filename
1635,76.871031,35.744239,22.6138540303095,16.46126312765386,2.501783561212937,51.188119,100.304832,16.261204,10.868826,-0.054213,0.175084,-0.066709,0.054161,7.769307,1.178218,0.0,0.0,0.0,0.336634,0.0,0.0,0.0,0.5382,93.5639000259512,98.37272233792804,90.55876795355069,96.71906456438673,93.81018608578349,93.18685098678988,87.49999071691416,,,,100.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
2126,84.7436,37.20853,23.07170559643522,16.542126437026393,2.8216762409310148,52.475248,101.643698,16.453966,11.02506,-0.049657,0.355389,-0.031581,0.274151,7.824752,1.306931,0.0,0.0,0.0,0.316832,0.0,0.0,0.0,0.6138,95.4582422332678,98.85596252542416,92.83587480401506,98.01006784423927,94.92222176839762,94.5263658964103,97.05882134515628,,,,94.11764705882352,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
3103,93.791728,39.197673,23.53965163228139,16.622624032648165,3.235660413209435,54.039604,102.767154,16.688877,11.208066,-0.046368,0.599337,0.007148,0.560117,7.637624,1.336634,0.0,0.0,0.0,0.306931,0.0,0.0,0.0,0.717,97.3943498979219,99.33701720279386,95.60343404956468,99.09336175174764,96.27741321815726,96.09541786685205,99.26470533628908,,,,91.1764705882353,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
4086,97.980756,40.492884,23.75157828226735,16.66287525671229,3.419362009825337,54.772277,103.030619,16.839441,11.307208,-0.045298,0.602481,0.026001,0.583184,7.761386,1.336634,0.0,0.0,0.0,0.287129,0.0,0.0,0.0,0.759,98.2711877808208,99.57755904079958,96.89963257158564,99.34740822027126,97.14601045473458,96.94543890689192,99.26470533628908,,,,85.29411764705883,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
5058,99.489613,41.428106,23.872539933682468,16.68564839077547,3.5196821995357683,55.326733,103.069976,16.985792,11.401377,-0.043528,0.646262,0.040526,0.64326,7.838614,1.346535,0.0,0.0,0.0,0.277228,0.0,0.0,0.0,0.805,98.77166168698508,99.7136515858606,97.88054090002906,99.38535825865088,97.99030307561556,97.75282257193312,100.0,,,,82.35294117647058,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
693,43.491965,30.080748,20.057381214177656,15.629338443930884,1.3234964290883209,45.39604,87.659178,15.526729,10.191866,-0.090246,-0.37282,-0.394593,-0.857659,7.619802,0.50495,0.0,0.0,0.0,0.108911,0.0,0.0,0.0,0.0779,82.98659787006795,93.40112961850512,80.31178978016568,84.5254762666176,89.57303141843191,87.382749362197,37.49995358457077,,,,32.35294117647059,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
5973,99.784881,42.121917,23.972018829316568,16.703257350265766,3.52630798015526,55.673267,103.242049,17.121374,11.497625,-0.043015,0.694205,0.044265,0.695456,7.830693,1.326733,0.0,0.0,0.0,0.257426,0.0,0.0,0.0,0.8338,99.18325156606213,99.81888295657411,98.49360683616976,99.55127987244498,98.7724697989334,98.57803111182292,98.52941067257814,,,,76.47058823529412,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
779,48.001942,30.986693,20.40556257984985,15.844335085482436,1.4812812271485247,46.19802,90.21415,15.665515,10.325971,-0.082922,-0.348085,-0.331362,-0.762369,7.634653,0.564356,0.0,0.0,0.0,0.158416,0.0,0.0,0.0,0.1154,84.42718408969195,94.68595234194532,81.73060184324206,86.98911133684236,90.37368187986768,88.5325352407807,41.91172156683636,,,,47.05882352941176,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
962,57.293165,32.494535,21.257015262433164,16.134393881620152,1.8285580060473343,47.821782,94.505853,15.835876,10.469547,-0.071546,-0.169357,-0.213999,-0.454903,7.922772,0.693069,0.0,0.0,0.0,0.257426,0.0,0.0,0.0,0.2049,87.95003488563664,96.4193474765018,84.60325840969634,91.12739153004551,91.35648715749414,89.76352332700819,51.47055219507848,,,,76.47058823529412,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
7903,100.0,,24.16942220668147,16.733564687888226,3.643251725087604,56.524752,103.707405,17.334156,11.663476,-0.043034,0.678363,0.045003,0.680332,7.875248,1.316832,0.0,0.0,0.0,0.267327,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,97.7941160088672,,,,79.41176470588235,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_06
1025,52.512344,32.669543,20.53373692199506,13.222701400145176,1.9103464463491129,47.50495,75.77611,13.608742,9.440991,-0.065606,-0.148478,-0.379873,-0.593956,7.979208,0.366337,0.039604,0.0,0.0,0.0,0.0,0.0,0.0,0.6663,85.16919047754367,93.98162840068474,81.84919731705958,88.88771872539495,88.40270772448,86.98323767563542,77.08333333333334,33.33333333333333,,0.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
1472,65.795002,34.658894,21.749500932149065,13.571912095533897,2.4191534182802843,50.366337,80.367522,13.967382,9.763589,-0.057873,0.148017,-0.303644,-0.2135,7.80297,0.405941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7841,90.21189833680498,96.46367717531768,86.77925679851298,94.27358688896793,90.73244158954316,89.95544880343806,85.41666666666666,0.0,,0.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
1949,74.702058,36.076489,22.47762844086856,13.738381914187904,2.7703015918966294,52.425743,82.76015,14.230841,9.998502,-0.054187,0.364655,-0.27113,0.039339,7.772277,0.445545,0.009901,0.0,0.009901,0.0,0.0,0.0,0.0,0.8537,93.23200279794877,97.64687750354248,90.32753393699927,97.0802134719174,92.44387744264289,92.11978656332964,93.75,8.333333333333332,,100.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
2967,84.698791,37.926829,23.18413414115229,13.88418740483981,3.0761992344661264,54.50495,84.180823,14.590586,10.270275,-0.050276,0.407145,-0.233803,0.123066,7.716832,0.475248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055,96.16242499969034,98.6832041229333,93.9099274350666,98.74670680371766,94.78078941366437,94.62372872923368,100.0,0.0,,0.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
3936,90.280631,39.156402,23.549015727105413,13.95714767022844,3.1899819899036648,55.742574,84.765692,14.808857,10.44721,-0.048178,0.609883,-0.212714,0.34899,7.624752,0.475248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9315,97.6758694065144,99.2017762620345,96.04230587100491,99.43277621481838,96.19868295722117,96.25389437160516,100.0,0.0,,0.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
4905,93.867916,40.135049,23.75539617251946,13.998363178212994,3.3224723581329405,56.564356,84.940409,14.998733,10.575778,-0.049338,0.512308,-0.198323,0.264646,7.769307,0.465347,0.0,0.0,0.009901,0.0,0.0,0.0,0.0,0.9432,98.53188775003768,99.49471946921508,97.4582045735529,99.63772465506617,97.43212191373112,97.43843748805142,97.91666666666666,0.0,,100.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
627,35.153224,29.788654,18.75694407379024,12.357130903509733,1.2013032429019392,43.910891,66.096112,13.067537,8.935679,-0.082564,-0.489947,-0.561328,-1.133839,7.755446,0.069307,0.118812,0.0,0.0,0.059406,0.0,0.0,0.0,0.4047,77.79946478646421,87.829502423727,75.65677222746041,77.53278193217099,84.88702733065467,82.32761690485503,14.583333333333332,100.0,,0.0,100.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
5903,95.843055,40.783397,23.86968890098808,14.02373843658591,3.4106344325394167,56.950495,84.975898,15.153875,10.688475,-0.049596,0.738563,-0.195028,0.493939,7.882178,0.465347,0.0,0.0,0.009901,0.0,0.0,0.0,0.0,0.9449,99.00594754724465,99.6750765710512,98.12350718312965,99.6793543487763,98.43992799028038,98.4767553867054,97.91666666666666,0.0,,100.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
711,39.195159,30.546946,19.15623506461097,12.648852569860448,1.3082222412892734,44.752475,68.960774,13.186511,9.04204,-0.079512,-0.374755,-0.512734,-0.967,7.666337,0.148515,0.079208,0.0,0.0,0.029703,0.0,0.0,0.0,0.4873,79.45563144440705,89.90294236717915,77.1067890125508,80.89311898430164,85.65988522955614,83.30755896204143,31.25,66.66666666666666,,0.0,50.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
