VMAF,PSNR,P1204_3_MOS,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,filename
83.287346,37.462999,3.162801318181277,-0.070424,0.300552,-0.072201,0.157927,0.923,99.4544409970144,91.37271212651616,93.58477068976,70.00355736488196,89.34230370866972,51.2522784041045,96.9072094569029,./Ingolstadt/SEQUENCE_C_03
87.62132,38.916689,3.388629117355132,-0.068865,0.462968,-0.026523,0.367579,0.9373,99.87299017059212,93.0539848550536,95.82562470275757,75.02021627479444,91.91186805419892,53.57205035812376,97.80069331368315,./Ingolstadt/SEQUENCE_C_03
89.455421,39.666156,3.4830100487955886,-0.068181,0.282249,-0.003186,0.210882,0.95,100.0,93.93074696887668,97.49955257303044,79.17736186919538,96.64374322616992,56.873940741951415,96.9072094569029,./Ingolstadt/SEQUENCE_C_03
91.307022,40.722264,3.635522162557902,-0.065039,0.302418,0.022548,0.259927,0.9542,99.86681028961264,95.45922781087071,98.47526355080863,84.19669379906833,99.3790699284479,71.06527034524136,99.10653683050516,./Ingolstadt/SEQUENCE_C_03
92.563446,41.503706,3.712931427358374,-0.063606,0.431996,0.039012,0.407402,0.9608,99.71993874715584,96.63034129487896,98.84525805953903,88.59787112696269,98.4603586323466,80.12348429975906,98.48796630951448,./Ingolstadt/SEQUENCE_C_03
93.299955,42.083376,3.762973880282087,-0.063437,0.400171,0.045628,0.382361,0.9606,99.6124722343899,97.67595595205276,99.23017233907008,92.63319446120286,98.1291456369918,84.80533508211899,99.3127063168833,./Ingolstadt/SEQUENCE_C_03
69.125388,34.448322,2.487540248583766,-0.075822,-0.099161,-0.180521,-0.355503,0.8735,95.5750081285365,86.42271746449104,87.57235722849468,63.06036303608102,80.47919993673368,36.70069320333846,100.0,./Ingolstadt/SEQUENCE_C_03
93.824801,42.501322,3.798836714596833,-0.062527,0.445199,0.050002,0.432675,0.9656,99.54715296878112,98.53703148490928,99.54347405390158,95.38559312189496,98.51062941722142,90.67667650189404,99.65636350208436,./Ingolstadt/SEQUENCE_C_03
73.63456,35.269811,2.6890775608866337,-0.07572,-0.059367,-0.158156,-0.293243,0.8745,97.0655236954485,87.82810435571,89.41039539251756,64.56699699697448,83.32252450673487,39.78754690682691,96.83848629477686,./Ingolstadt/SEQUENCE_C_03
79.529581,36.532628,3.049941060756112,-0.071859,-0.059556,-0.107308,-0.238723,0.9097,98.4921220131189,90.07643629856824,91.8989075417259,67.52049669207534,86.64153096251111,46.50307162627422,98.96906981896764,./Ingolstadt/SEQUENCE_C_03
100.0,,3.87320517241461,-0.062508,0.146789,0.052412,0.136694,1.0,99.42208778887552,100.0,100.0,100.0,100.0,100.0,99.03779298109367,./Ingolstadt/SEQUENCE_C_03
56.356303,34.792611,2.038247138498589,-0.08039,-0.543143,-0.3712,-0.994733,0.7372,83.85231181795069,87.43131075395583,75.24888757121421,89.14464650356196,84.02498301158774,83.53354849234485,76.77596145226725,./Ingolstadt/SEQUENCE_C_05
70.753771,36.800773,2.746712093748535,-0.076464,-0.425098,-0.250026,-0.751588,0.8232,90.7958722411979,92.43875764283678,81.24099824648796,90.9621438106744,86.18158277465368,85.68792092358487,89.89071892113719,./Ingolstadt/SEQUENCE_C_05
78.534258,38.074018,3.084527591036416,-0.071613,-0.16121,-0.201942,-0.434765,0.8733,94.18229930494807,94.80232063302095,84.85379732200656,92.41159455088189,87.6806074765988,87.24843500428531,91.6666598132978,./Ingolstadt/SEQUENCE_C_05
86.403861,39.689878,3.296939190759761,-0.069337,-0.080805,-0.144122,-0.294263,0.9192,97.31514087309688,97.03645370999052,89.70634284889233,94.83424412153722,90.58507981790244,90.2195833252172,94.53549373451312,./Ingolstadt/SEQUENCE_C_05
90.21238,40.696904,3.4644358512147075,-0.068756,0.082584,-0.113713,-0.099885,0.9343,98.65500815692948,98.16487339568722,92.88710675714746,96.77101889219722,93.26414365540757,92.86677570707856,96.58467844404404,./Ingolstadt/SEQUENCE_C_05
92.54432,41.49008,3.5708831188974752,-0.066213,0.08983,-0.093493,-0.069875,0.9442,99.3239853587974,98.91002961616076,95.64210012774078,98.38488192931064,95.33196517960933,94.8150690643383,99.18030966810232,./Ingolstadt/SEQUENCE_C_05
30.898636,31.652953,1.1479799506405484,-0.098057,-0.76371,-0.60717,-1.468936,0.348,68.8426389098521,73.7299399130378,62.788805031515295,83.608044144951,73.53207204249829,72.018610118236,49.31695213689412,./Ingolstadt/SEQUENCE_C_05
93.991771,42.091931,3.604981276746498,-0.066566,0.034755,-0.080039,-0.111851,0.948,99.66456741528695,99.3897743292556,97.50172074712457,99.31777766074435,96.91511598563098,96.4458207735985,98.63386315357496,./Ingolstadt/SEQUENCE_C_05
37.255587,32.35878,1.291069162429624,-0.093839,-0.613383,-0.508233,-1.215454,0.3792,73.06149254329509,77.74879559105571,66.24506940762932,86.18662221741593,77.76954864495833,76.5774210258483,58.060096369331895,./Ingolstadt/SEQUENCE_C_05
47.728818,33.672287,1.6209325100902752,-0.087409,-0.638758,-0.445714,-1.171881,0.5845,79.37762226866882,83.65777435436883,71.51086375163752,88.64859810575724,82.06153066445738,81.46434232439907,61.885221971023405,./Ingolstadt/SEQUENCE_C_05
100.0,,3.675347003871434,-0.066546,-0.145567,-0.060515,-0.272629,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,./Ingolstadt/SEQUENCE_C_05
