,VMAF,PSNR,P1204_3_MOS,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT
LD_PCT,0.83,0.74,0.82,0.8,0.77,0.77,0.81,1.0,0.85,0.79,0.82,0.48,0.69,0.37,0.68
CARS_PCT,0.82,0.78,0.78,0.72,0.72,0.68,0.75,0.68,0.86,0.85,0.77,0.57,0.55,0.32,1.0
